distance_mm,dest,origin,time,origin_key,origin_x,origin_y,origin_z,origin_r,dest_key,dest_x,dest_y,dest_z,dest_r
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354853.6077929,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354854.1108654,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354854.6158023,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354855.1299162,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354855.6378071,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354856.1520634,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354856.6526465,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739354857.1633942,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354857.6765287,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354858.1871943,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354858.6887105,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354859.2039795,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354859.7056065,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354860.2204452,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354860.7294202,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354861.233987,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739354861.744117,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739354862.2494795,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
71,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739354862.7612214,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
70,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739354863.2759895,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
71,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739354863.789936,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
71,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739354864.2918787,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
70,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739354864.7924557,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
71,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354865.3030834,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
70,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354865.8117733,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
71,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354866.3183115,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
70,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354866.8330066,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
71,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354867.3465228,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
70,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354867.8601952,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
71,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354868.374551,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
71,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739354868.8893929,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
70,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739354869.402563,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
71,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739354869.904288,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
70,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739354870.4172204,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
71,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739354870.9325693,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
71,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739354871.4466684,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
70,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739354871.961268,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739354872.4694173,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
70,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739354872.9825418,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739354873.4977837,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
70,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739354874.0122018,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739354874.5254188,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739354875.027829,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739354875.5427682,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739354876.0447023,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
70,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739354876.5563464,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739354877.070085,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
70,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739354877.5814161,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
71,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739354878.0895998,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
70,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739354878.5955486,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
71,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739354879.1088843,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
70,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739354879.6092188,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
71,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739354880.1108944,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
