distance_mm,dest,origin,time,origin_key,origin_x,origin_y,origin_z,origin_r,dest_key,dest_x,dest_y,dest_z,dest_r
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355027.580101,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355028.0902367,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355028.5949175,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355029.1024976,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355029.6147678,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355030.1153476,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355030.6291263,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355031.1423268,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355031.6533356,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355032.1640253,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355032.6769662,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355033.1891484,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355033.7038362,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355034.215371,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355034.7305636,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355035.2309577,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355035.7405248,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739355036.2463517,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
70,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739355036.7578263,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
70,"[19, 192, -9, 88]","[146, 292, -9, 0]",1739355037.270163,top_left,146.0,292.0,-9.0,0.0,bottom_left,19,192,-9,88.0
