distance_mm,dest,origin,time,origin_key,origin_x,origin_y,origin_z,origin_r,dest_key,dest_x,dest_y,dest_z,dest_r
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355341.1371615,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
70,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355341.6504536,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355342.1509247,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355342.6667383,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355343.1812105,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355343.6963346,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355344.2067516,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[172, -13, -9, 0]","[82.0, 242.0, -9.0, 76.0]",1739355344.7204645,home,82.0,242.0,-9.0,76.0,bottom_right,172,-13,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355345.2314072,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355345.7412388,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
71,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355346.2514472,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
70,"[146, 292, -9, 0]","[172, -13, -9, 0]",1739355346.7655282,bottom_right,172.0,-13.0,-9.0,0.0,top_left,146,292,-9,0.0
